stem,style,lpips,ssim,histogram_distance
thanh1+𡁽,thanh1,0.08221915364265442,0.569483496765427,0.10656864986572719
thanh1+𡁚,thanh1,0.07828737050294876,0.717331359107306,0.13626532989479323
thanh1+溒,thanh1,0.08261039853096008,0.6270539701499485,0.17407679694562037
thanh1+󱛺,thanh1,0.08161062747240067,0.6147731841922763,0.2034382907688489
thanh1+𦄆,thanh1,0.08795825392007828,0.6983599578486603,0.116922899698715
thanh1+𠼋,thanh1,0.0807381346821785,0.7943015124200848,0.09841167276506202
thanh1+𡑪,thanh1,0.07739179581403732,0.7328980547565845,0.1281564795774822
thanh1+𫫊,thanh1,0.06164376437664032,0.8041742110190447,0.1191043327836619
thanh1+𤻓,thanh1,0.09339775145053864,0.655926544879863,0.17616215883904052
thanh1+󱟟,thanh1,0.07197262346744537,0.5723192244270313,0.10014531320790616
thanh1+󰙅,thanh1,0.09351421892642975,0.6902589893642617,0.14221723610494194
thanh1+𠇕,thanh1,0.10634207725524902,0.7123234135255705,0.12134076723062777
thanh1+𫥸,thanh1,0.09822175651788712,0.6557993189234528,0.24253234959529002
thanh1+𪢷,thanh1,0.06629031151533127,0.8035130990654961,0.08091316154513507
thanh1+𪢍,thanh1,0.07914725691080093,0.6900185319847214,0.13653597331229161
thanh1+󰣿,thanh1,0.07603255659341812,0.738277505801086,0.11849146183445201
thanh1+𠾬,thanh1,0.08581884205341339,0.668543362475198,0.10448312419346073
thanh1+𡓟,thanh1,0.11009341478347778,0.6625162003405325,0.21800492149455483
thanh1+󱚰,thanh1,0.06594760715961456,0.740201986291343,0.15638084283981143
thanh1+󱯈,thanh1,0.07133280485868454,0.7462577645893265,0.11755696575347026
thanh1+𠿀,thanh1,0.10702412575483322,0.6995159088809348,0.18186243333464022
thanh1+𦲼,thanh1,0.08173251897096634,0.6265764614077608,0.1152936687293562
thanh1+𨄿,thanh1,0.09763098508119583,0.6533627306535309,0.17521866588406318
thanh1+󱛴,thanh1,0.10441387444734573,0.4759463597516175,0.1707926643327087
thanh1+𣘊,thanh1,0.09552790224552155,0.4140717511387887,0.14610326909317406
thanh1+𫐹,thanh1,0.08351844549179077,0.7458066297546481,0.14790979406182003
thanh1+𬓛,thanh1,0.0915260836482048,0.6318311160732863,5.4690389115253035
thanh1+𠽙,thanh1,0.09820107370615005,0.7078586234678071,0.22100044453030088
thanh1+𠮨,thanh1,0.11835476756095886,0.7405734476747027,0.14140102637540505
thanh1+𬕳,thanh1,0.09099091589450836,0.6885807168024983,0.21925409131668694
thanh1+󱪱,thanh1,0.08074455708265305,0.5648602186973208,0.18515010365620388
thanh1+堹,thanh1,0.06371216475963593,0.7615453911776102,0.10260033928680924
thanh1+󱨨,thanh1,0.14242179691791534,0.35010991706571787,0.22210070519256428
thanh1+𠽂,thanh1,0.09012869000434875,0.6536786084391588,0.11098211483159741
thanh1+󱞴,thanh1,0.06482286006212234,0.6730779230735074,0.1239601003930842
thanh1+𫄉,thanh1,0.12064430862665176,0.6853686424341935,0.2813822623876878
thanh1+𠽇,thanh1,0.12038341909646988,0.7283760478322079,0.15265473990504694
thanh1+哖,thanh1,0.09554432332515717,0.7785346843617564,0.10556431991747757
thanh1+𥶂,thanh1,0.09928752481937408,0.685033230321886,0.14689122554884004
thanh1+𠶂,thanh1,0.09023649990558624,0.7119451334225353,0.1415117831176513
thanh1+𦛲,thanh1,0.11096352338790894,0.3976924460228613,0.09660480567671557
thanh1+哠,thanh1,0.08662013709545135,0.7645864648305281,0.10410408710947476
thanh1+󱞔,thanh1,0.07338543981313705,0.7883136896027161,0.10246961713711668
thanh1+𠸯,thanh1,0.1181466281414032,0.6709237662093303,0.1690888284317562
thanh1+𦟑,thanh1,0.09055308252573013,0.6677206818685779,0.1623655965787482
thanh1+󱙥,thanh1,0.08615551143884659,0.6127101197706001,0.11724733599079522
thanh1+𪡴,thanh1,0.06839607656002045,0.7314290241007184,0.16166022218021783
thanh1+𬔽,thanh1,0.11587083339691162,0.681079094876077,0.14630739720769634
thanh1+󱞙,thanh1,0.07534775882959366,0.6888757487063921,0.09086435636823931
thanh1+󱞾,thanh1,0.0947473794221878,0.7179518407486661,0.13954329946333907
thanh1+𣻢,thanh1,0.1038467288017273,0.6234565179821304,0.16424819171140279
